line,text,genre
155,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Tard, la nuit dernière et celle d’avant, Toc ! Toc ! à la porte – les Tommyknockers !Les Tommyknockers, les esprits frappeurs…Je voudrais sortir, mais je n’ose pas,Parce que j’ai trop peur du Tommyknocker.Tout commence par les rythmes apaisants d’une berceuse ; et pourtant, sous la plume de Stephen King, les vers anodins se muent en une inoubliable parabole de l’épouvante, qui entraîne les habitants pourtant bien sages et terre à terre d’un paisible village dans un enfer plus horrible que leurs plus abominables cauchemars… ou que les vôtres.Une histoire fascinante et démoniaque que seul Stephen King pouvait écrire. Et lorsqu’on frappera à votre porte, par prudence, mettez la chaîne, si tant est qu’une chaîne suffise…     
    
  
  
  
  
  
  
  

  
  ",Fantastique
156,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quand Stephen King se décide à écrire sur son métier et sur sa vie, un brutal accident de la route met en péril l’un et l’autre. Durant sa convalescence, le romancier découvre les liens toujours plus forts entre l’écriture et la vie. Résultat : ce livre hors norme et génial, tout à la fois essai sur la création littéraire et récit autobiographique. Mais plus encore révélation de cette alchimie qu’est l’inspiration.Une fois encore Stephen King montre qu’il est bien plus qu’un maître du thriller : un immense écrivain.""La vie n’est pas faite pour soutenir l’art. C’est tout le contraire"".Stephen King.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
157,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quatre amis se retrouvent annuellement pour une partie de chasse dans une forêt du Maine. Elle fut jadis leur terrain d'aventures, en compagnie de Duddits, l'enfant mongolien qu'ils avaient adopté comme un petit frère. Et le théâtre, aussi, d'événements qu'ils se sont efforcés d'oublier.Mais les mystères ressurgissent, sous la forme de présences étranges et menaçantes que l'armée a entrepris de surveiller de près. Au point de vouloir éliminer tous ceux qui ont pu être au contact de la chose...Avec ce nouveau chef-d'oeuvre, déjà porté à l'écran, Stephen King, qui est en train de conquérir une deuxième génération de lecteurs, démontre qu'il est toujours le maître absolu de l'épouvante.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
158,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Louis Creed, un jeune médecin de Chicago, vient s’installer avec sa famille à Ludlow, petite bourgade du Maine. Leur voisin, le vieux Jud Crandall, les emmène visiter le pittoresque « simetierre » où des générations d’enfants ont enterré leurs animaux familiers. Mais, au-delà de ce « simetierre », tout au fond de la forêt, se trouvent les terres sacrées des Indiens, lieu interdit qui séduit pourtant par ses monstrueuses promesses.Un drame atroce va bientôt déchirer l’existence des Creed, et l’on se trouve happé dans un suspense cauchemardesque…Simetierre, classé au premier rang des best-sellers mondiaux, avant ça ou Misery, a été adapté au cinéma par Stephen King lui-même et réalisé par Mary Lambert.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
159,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Il a suffi que l'ordinateur d'un laboratoire ultra-secret de l'armée américaine fasse une erreur d'une nanoseconde pour que la chaîne de la mort se mette en marche. Le Fléau, inexorablement, se répand sur l'Amérique et, de New York à Los Angeles, transforme un bel été en cauchemar. Avec un taux de contamination de 99,4 %.Dans ce monde d'apocalypse émerge alors une poignée de survivants hallucinés. Ils ne se connaissent pas, pourtant chacun veut rejoindre celle que, dans leurs rêves, ils appellent Mère Abigaël : une vieille Noire de cent huit ans dont dépend leur salut commun. Mais ils savent aussi que sur cette terre dévastée rôde l'Homme sans visage, l'Homme Noir aux étranges pouvoirs, Randall Flagg. L'incarnation des fantasmes les plus diaboliques, destinée à régner sur ce monde nouveau.C'est la fin des Temps, et le dernier combat entre le Bien et le Mal peut commencer.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
160,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Il a suffi que l’ordinateur d’un laboratoire ultra-secret de l’armée américaine fasse une erreur d’une nanoseconde pour que la chaîne de la mort se mette en marche. Le Fléau, inexorablement, se répand sur l’Amérique et, de New York à Los Angeles, transforme un bel été en cauchemar. Avec un taux de contamination de 99,4 %.Dans ce monde d’apocalypse émerge alors une poignée de survivants hallucinés. Ils ne se connaissent pas, pourtant chacun veut rejoindre celle que, dans leurs rêves, ils appellent Mère Abigaël : une vieille Noire de cent huit ans dont dépend leur salut commun. Mais ils savent aussi que sur cette terre dévastée rôde l’Homme sans visage, l’Homme Noir aux étranges pouvoirs, Randall Flagg. L’incarnation des fantasmes les plus diaboliques, destinée à régner sur ce monde nouveau.C’est la fin des Temps, et le dernier combat entre le Bien et le Mal peut commencer.      
    
  
  
  
  
  
  
  

  
  ",Fantastique
161,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Tous les dons ne sont pas une bénédiction.  Chaque matin, Melanie attend dans sa cellule qu'on l'emmène en cours. Quand on vient la chercher, le sergent Parks garde son arme braquée sur elle pendant que deux gardes la sanglent sur le fauteuil roulant. Elle dit en plaisantant qu'elle ne les mordra pas. Mais ça ne les fait pas rire.Melanie est une petite fille très particulière...Le roman de M. R. Carey a été adapté au cinéma en 2016 sous le titre The Last Girl, réalisé par Colm McCarthy.    Adrénaline et émotion alternent subtilement dans ce thriller d’une redoutable efficacité. La meilleure lecture de l’année. L’Écho.Un bijou.  Joss Whedon.    Traduit de l’anglais par Nathalie Mège.       
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
162,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La planète est exsangue, ravagée par la pollution, la guerre, la maladie. Les Sumner, de riches propriétaires terriens, pressentent que l’effondrement du monde est proche. Ils décident de construire à Bear Creek, dans leur domaine de Virginie, un centre de recherches scientifiques et d’y organiser la vie en autarcie. Après le cataclysme, les hommes et les femmes se révèlent stériles et disparaissent en quasi-totalité. Créer des bébés par clonage semble pallier la reproduction sexuée. Mais, au fil des générations, les clones sont-ils encore des humains  ? Le retour inflexible de la Nature va-t-il obliger une microsociété à bout de ressources à franchir les frontières pour explorer le monde  ?Publié en 1976, Hier, les oiseaux, devenu un classique de la science-fiction, interroge avec une implacable acuité un avenir possible de l’humanité.Prix Nebula et prix Hugo du meilleur roman.Traduit de l’anglais (États-Unis) par Sylvie Audoly.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
163,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Edition intégraleATTENTION AU ROULEAU COMPRESSEUR !LA SOCIÉTÉ, LA MACHINE, LA GUERRE...SOYEZ DES PACIFISTES INTÉGRAUX !FAITES-VOUS COUPER LES MEMBRES !  1990. Après dix-huit ans passés sur une île perdue au milieu de l'océan Indien, où il s'est réfugié pour échapper aux horreurs de la Troisième Guerre mondiale, le Dr Martine décide de retourner à la civilisation. Il va découvrir une société pacifiste qui, pour mettre définitivement fin aux conflits, a trouvé une solution d'une simplicité radicale : afin d'éviter que les hommes en viennent aux mains, il suffit qu'ils n'en aient plus... C'est l'Immob.Limbo  est le roman incontournable de Bernard Wolfe. C'est en 1952 que l'auteur imagine, dans ce texte prophétique puissant, une société régie par l'Immob. Un classique de la science-fiction à (re)découvrir dans une traduction intégrale inédite.  Un texte culte. Intemporel. Une réflexion politique et sociologique d’une grande finesse. NooSFere.comPréface inédite de Gérard Klein.  Traduction intégrale de l’anglais (États-Unis) par Patrick Dusoulier.       
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
164,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
             Dans les profondeurs du métro de Saint-Pétersbourg, la puissante Alliance littorale arme une expédition en surface. Des stalkers ont aperçu une lumière qui aurait sa source sur l’île de Kotline. Serait-ce le signal de cette Arche de salut qu’espèrent les fidèles de l’Exode, une secte qui prolifère à travers le métropolitain ? Gleb, un jeune adolescent de la station Moskovskaïa, sera du voyage. Mais quels périls et quelles révélations attendent les audacieux  ?  L’équipage du Babel assiste, impuissant, à la destruction de l’île Moshchny, son refuge, dans une explosion nucléaire. Barricadés dans une station, les rescapés lancent un ultimatum : si les responsables ne leur sont pas livrés, un gaz mortel balaiera le réseau du métropolitain. Les délégués des grandes lignes souterraines confient l’enquête à Taran, un stalker à la réputation sans tache. Le compte à rebours pour la survie est lancé.  Deux romans dans l’univers de Métro 2033 réunis en un seul volume.  Traduit du russe par Denis E. Savine.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
165,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dakota du Sud. Rose Franklin a onze ans lorsqu'elle chute à vélo dans un trou immense. Quand elle reprend ses esprits, elle se découvre au creux d'une main de métal géante, parcourue de réseaux lumineux. Dix-sept ans plus tard, l'énigme demeure. Comment la main est-elle arrivée là et à quoi peut-elle bien servir ? La datation au carbone 14 défie l'entendement et l'objet semble doué de vie.Devenue une physicienne reconnue, Rose se prépare à diriger une équipe secrète chargée de percer le mystère de la main métallique. Commence alors une quête à la fois passionnante et périlleuse…  Le Sommeil des géants est le premier tome d'une trilogie dont les droits ont déjà été vendus dans quatorze pays et qui est en cours d'adaptation cinématographique.  À suivre, surtout que la dernière page rend complètement gaga. Simon Krug, Les Inrockuptibles.       
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
166,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Notre expédition était la première à entrer dans la Zone X depuis plus de deux ans. En regardant ce paysage paisible, je ne pense pas qu'aucune d'entre nous n'en voyait encore la menace. »  La Zone X, mystérieuse, mortelle.Et en expansion.Onze expéditions soldées par des suicides, meurtres, cancers foudroyants et troubles mentaux.Douzième expédition. Quatre femmes. Quatre scientifiques seules dans une nature sauvage.Leur but : ne pas se laisser contaminer, survivre et cartographier la Zone X.    Un livre trouble et étrange, une atmosphère lovecraftienne, un rythme qui permet à l’horreur de s’installer progressivement. Frissons garantis.  Page des libraires.Effrayant et fascinant.  Stephen King.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
167,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Élevées dans une secte refusant toute technologie, les sœurs siamoises Taema et Tila rêvent d’une vie libre. À seize ans, elles fuient à San Francisco, où elles sont séparées et dotées chacune d’un cœur artificiel.Dix ans plus tard, Tila rentre un soir chez sa jumelle, terrifiée et couverte de sang. Elle est arrêtée pour meurtre – le premier commis par un civil depuis des années. Tila est soupçonnée de frayer avec le Ratel, organisation criminelle impliquée dans le trafic d’une drogue interdite. Une substance permettant d’assouvir les pulsions les plus violentes... dans les rêves. Taema a la possibilité de se faire passer pour sa sœur afin de l’innocenter mais, autrefois incapables de se mentir, les jumelles vont découvrir le véritable prix des secrets.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
168,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           À la suite d'un soulèvement, les habitants du silo 18 sont face à une nouvelle donne. Certains embrassent le changement, d'autres appréhendent l'inconnu. Personne n'est maître de son destin. Le silo est toujours sous la menace de ceux qui veulent le détruire. Et Juliette sait qu'elle doit les arrêter. La bataille pour le silo a été gagnée. La guerre pour l'humanité ne fait que commencer.  Ce troisième volet clôt avec brio, et à un rythme trépidant, la trilogie souterraine de cette dystopie post-apocalyptique haute en rebondissements et en coups de théâtre dramatiques.  L’Écran fantastique.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
169,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Quand son cœur s’arrêterait de battre, le mien s’arrêterait également. Zach m’avait trahie chaque fois qu’il en avait eu l’opportunité, mais notre mort commune était une promesse qu’il était impossible de rompre. »Parce qu’elle veut croire en son rêve d’un monde où Alphas et Omégas vivent égaux, Cass s’est enrôlée dans la résistance. À l’aube d’une guerre civile sans précédent, elle va cependant apprendre que, pour changer l’avenir, elle doit d’abord comprendre le passé.Or, ni les visions qui la hantent, ni la cruauté de son jumeau alpha Zach ne l’avaient préparée au secret qu’elle va découvrir. Elle ne reculera devant rien pour trouver un remède au lien fatal qui l’unit à son jumeau... et pour rejoindre cet Ailleurs légendaire, où une nouvelle conception de la vie est possible.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
170,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Il faudrait te décider. Ce Snow Crash, au juste, c’est un virus, une drogue ou une religion ?Elle hausse les épaules.— Quelle différence ? demande-t-elle. »Magnat d’une vaste entreprise de médias, L. Bob Rife a développé, à partir de découvertes dans des fouilles sumériennes, le Snow Crash, une drogue qui attaque le cerveau humain, désorganise le système nerveux et rend fou. Mais la particularité de celle-ci est d’agir également comme un virus dans le Métavers, la réalité virtuelle. Hackeur réputé et champion de sabre dans le Métavers, Hiro Protagoniste, livreur pour Pizza CosaNostra dans le monde réel, et Y. T., une jeune kourière qui se déplace avec sa planche à roulettes Intelliroues, se retrouvent sous l’œil protecteur du parrain tonton Enzo pour lutter contre le métavirus. Deux mondes vont s’affronter jusqu’à la victoire du bien sur le mal.Roman culte du genre SF cyberpunk, lauréat du Grand Prix de l’Imaginaire et du prix Ozone en 1997, Le Samouraï virtuel est en cours d’adaptation au cinéma par le réalisateur Joe Cornish.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
171,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Momo, une jeune esthéticienne réputée mais solitaire et marginale, vit dans une ville sous-marine d’un monde futur à l’écologie bouleversée. Ayant contracté enfant un virus d’un genre nouveau, il semble qu’elle ait subi de multiples transplantations d’organes artificiels.Dans ce monde où les corps, les identités et les sexes se métamorphosent et se réinventent, les humains sont-ils encore maîtres de leur mémoire et de leur avenir ? Quel est le véritable passé de Momo ? Les prodigieuses membranes dont elle fait usage dans sa clinique auraient-elles une fonction insoupçonnée ? Préparez-vous à plonger dans un univers alternatif, une bulle entre réalité et imaginaire, un voyage de science-fiction philosophique et social qui mérite son statut de précurseur. ActuSF. Un roman transgressif intelligent, riche en rebondissements et empreint d’une grande sensualité. Une découverte. Bifrost.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
172,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           En 2049, le monde est encore tel que nous le connaissons, mais le temps est compté. Seuls une poignée de potentats savent ce que l'avenir réserve. Ils s'y préparent. Ils essaient de nous en protéger. Ils vont nous engager sur une voie sans retour. Une voie qui mènera à la destruction ; une voie qui nous conduira sous terre. L'histoire du silo est sur le point de débuter. Notre avenir commence demain.Voici le deuxième volet - qui en constitue également le préquel - de la trilogie postapocalyptique Silo, véritable phénomène éditorial deveni best-seller international.Un ouvrage complexe et passionnant. On y découvre avec horreur l'univers que l'on avait fait qu'effleurer dans le premier tome. Une des meilleures séries du genre. Les-mondes-imaginaires.com     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
173,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           «La vie intelligente sur Garance apparut cent mille ans avant que la planète ne porte ce nom. Cette vie-là n'était pas humaine, ni même organique. Lum'en était unique en son genre...» Imaginez une étoile avoisinant sept dixièmes de masse solaire... Le système de Grnc.mld1 compte six planètes : cinq telluriques et une gazeuse. Garance est la seule qui évolue dans la zone d'habitabilité. Une planète comme tant d'autres ? Seulement en apparence.Lum'en, c’est l’histoire de pionniers lancés à la conquête d'un monde qui, au fil des générations, vont écrire la plus exceptionnelle des aventures, la plus terrible aussi, celle de l'ancrage, puis du déclin inéluctable d'une colonie dans les confins. Un planet opera qui ne manque pas de souffle. Genefort est un grand talent. Sylvain Bonnet, actusf.com     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
174,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Au cours d’une exploration ethnologique, Hilyer Fath et sa femme Althéa sauvent de la mort un garçon de six ans, Jaro. Celui-ci est traumatisé par un drame dont il ne se souvient pas. Le couple adopte l’orphelin et le ramène sur sa planète. Jaro, troublé par des souvenirs fragmentaires et par de curieux messages télépathiques, décide de parcourir l’espace pour découvrir le secret de ses origines.Pour le garçon et sa petite camarade Skirlet, qui rêve de devenir détective interstellaire, c’est le début d’une course prodigieuse à travers les étoiles où ils affronteront les périls les plus extrêmes et déjoueront les pièges les plus perfides afin de trouver la réponse à une question particulièrement obscure : qui est Jaro ?Publié en 1996, La Mémoire des étoiles est l’un des derniers romans de Jack Vance.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
175,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les membres de la première expédition vers Mars périrent tous. Sauf Valentin Michaël Smith. Né sur Mars, élevé par les Martiens, puis ramené sur Terre à vingt ans. Physiquement, Valentin Michaël Smith est humain. Mentalement, il est martien. La seule analogie qui convienne pour le définir est celle des enfants-loups. Mais les Martiens ne sont pas des loups. Leur culture est plus riche que celle des Terriens.Le premier problème de Mike : survivre sur la Terre ! Tout lui est agression : la pesanteur, la pression atmosphérique et, surtout, les hommes...Le second problème : comprendre en quoi les humains diffèrent des Martiens et pourquoi ils sont malheureux.Livre culte des campus durant les années 1960-1970 et lauréat du prix Hugo en 1962, En terre étrangère est désormais un classique. L'auteur de Starship Troopers surprend par son pacifisme, son illustration de l'anarchisme et son apologie de l'amour libre.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
176,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La Lune a été transformée en colonie pénitentiaire. Manuel Garcia O’Kelly y mène une existence de technicien informatique sans la moindre perspective. Né libre, il est condamné à partager le destin des bagnards de Luna et de leurs descendants, dont la Terre exploite sans vergogne le travail. Mais Manuel rêve de justice. Quand Mike, son superordinateur devenu une entité consciente, finit par déduire des données à sa disposition que la colonie lunaire court à sa perte si elle ne se libère pas du joug terrestre, la solution s’impose d’elle-même : il faut organiser la révolte.Vaste réflexion sur la politique et les passions humaines, l’histoire et la science, Révolte sur la Lune est le quatrième roman de Robert Heinlein à avoir obtenu le prix Hugo. L’un des livres de référence de la S-F américaine. Patrick Imbert, NooSFere.com     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
177,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L’anti-glace est une matière au potentiel hautement énergétique. Inerte à basse température, elle atteint son rendement optimal sous l’effet de la chaleur. Depuis sa découverte par une expédition anglaise dans les neiges du pôle Sud, elle a donné à la Couronne britannique, en cette seconde moitié du xixe siècle, le leadership mondial. Une situation qui exacerbe les tensions entre le Royaume-Uni, la France et la Prusse...Jeune diplomate en mal d’aventures, Ned Vicars est à Ostende dans le but de contempler l’avènement d’une de ces merveilles scientifiques qu’autorise l’anti-glace. Mais il se retrouve bientôt bloqué, lui et une poignée d’autres infortunés, à bord du Phaeton, engin prodigieux qui quitte l’atmosphère terrestre en direction de la Lune. L’équipée fantastique commence. Une aventure steampunk débridée. Un chef d’œuvre du genre, incontestablement. Jean-Pierre Fontana, L’Écran fantastique.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
178,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Ce message s’adresse à tous les résidents de Long Island. Livrez-nous cette fille et l’occupation prendra fin ; continuez de la cacher et, chaque jour, nous exécuterons un des vôtres. »Les Partials qui ont pris le contrôle de l’île harcèleront les humains nuit et jour tant qu’on ne leur aura pas remis Kira. Cette dernière, en fuite, se bat pour sauver les deux espèces. Une hypothèse pleine d’audace a germé dans son esprit : un usage du virus RM que n’importe quel scientifique condamnerait mais qui permettrait peut-être aux peuples de cohabiter.Pour cela, il lui faut trouver des alliés, même si beaucoup sont prêts à la dénoncer. Mais une mystérieuse figure apparue dans le brouillard affole tout le monde. Ni Partial ni humaine, elle écume la région, promettant l’apocalypse aux survivants.Le dernier volet exaltant d’une trilogie au final explosif. Déjà paru :Partials et Fragments     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
179,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Coney Island, début du XXe siècle. L’île abrite un parc d’attractions d’un genre nouveau, Dreamland, où sont rassemblés 300 nains venus du monde entier. La communauté – Lilliputia – possède un parlement, un théâtre, des bas-fonds et même une compagnie de pompiers qui déclenche ses propres feux pour divertir les visiteurs ! Elcana, jeune homme de petite taille venu d’Europe de l'Est, comprend vite qu'il lui revient de libérer ses semblables de la servitude dans laquelle on les a placés.Quand la mythologie grecque rencontre un pan de l’histoire américaine : voici une réinvention magistrale de la figure de Prométhée. Bienvenue à Dreamland…  Dans la lignée de Jonathan Swift et William Butler Yeats, Xavier Mauméjean met en lumière, sans manichéisme, les monstruosités contemporaines. Un roman hors du commun. Fabrice Lardreau, Transfuge.La toile de fond de son récit est tout ce qu’il y a de plus véridique. Singulier. Raphaëlle Leyris, Les Inrockuptibles.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
180,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quatre cents ans après notre ère, et à la suite d’une catastrophe apocalyptique, un phénomène mystérieux apparaît : l'humanité ne donne plus naissance qu'à des jumeaux. Dans chaque paire, un bébé naît parfait (l’Alpha), et l’autre, imparfait (l'Oméga). Les Alphas vivent dans l’opulence et s’accaparent les maigres richesses qui subsistent encore sur Terre, tandis que les Omégas sont discriminés et ostracisés.Or un lien terrible et indéfectible unit les jumeaux : où qu’ils se trouvent, et quelle que soit la distance qui les sépare, quand l’un meurt, l’autre meurt aussi.Cass et Zach sont jumeaux. Lui, c'est l'Alpha ; elle, c’est l’Oméga. Alors que Zach accède aux hautes sphères du Conseil des Alphas, Cass n’aspire qu’à une chose : un monde où tous seraient traités à égalité. Prise au cœur du combat entre le Conseil et la Résistance, elle va devoir lutter pour survivre et permettre à son rêve de devenir réalité.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
181,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Début du XXIe siècle. Manfred Macx, courtier en idées de technologies de pointe, milite pour l'open-source et les droits civiques de tout humain numérisé ou non-humain. Il est loin d’exercer en toute liberté…Des années plus tard, sa fille Amber et quelques amis font route, à bord d'un micro-vaisseau, vers le lieu d'un signal extraterrestre. Premier contact ou piège alien ?Dans un système solaire méconnaissable, Sirhan convoque le clan Macx sur Saturne alors que le débat politique entre humains et posthumains fait rage.L'humanité est-elle en danger ? Une troisième voie est-elle possible ? Entre ressentiments et non-dits, il est temps que chacun s'explique.Dans la veine de William Gibson et de Greg Egan, Charles Stross interroge le posthumanisme avec intelligence et humour et évoque l'avenir de notre civilisation. Des idées extraordinaires à la pelle, propres à susciter l’émerveillement… le lecteur sera comblé ! Actusf.com     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
182,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Naruhiko a hérité des pouvoirs visionnaires de sa grand-mère chamane. Pour apprendre à contrôler ses dons, l’adolescent retourne sur la terre de ses ancêtres afin d’y subir un éprouvant rite d’initiation. Dans ses rêves apparaît Mariko.Lycéenne devenue amnésique, celle-ci est séquestrée par un homme qui abuse d’elle et la conditionne au meurtre. Une fois libérée, elle est vite happée par la violence des bas-fonds de Tôkyô. Elle rencontre Sanada, un professeur d’université qui va se servir de la jeune fille comme machine de guerre contre une société aliénée et corrompue qu’il abhorre.Unissant trois destins, ce spiritual mystery (« polar spirituel ») convoque le chamanisme et les forces surnaturelles d’un Japon millénaire pour mieux dénoncer l’enfer d’un monde qui a perdu son âme. La Fille du chaos mixe la violence d’un thriller urbain et les sortilèges des contes fantastiques ruraux. François Angelier, Le Monde des livres.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
183,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Saurons-nous échapper à l'effet de serre en protégeant la Terre au moyen d'une ombrelle ? Une mémoire informatique illimitée et infaillible, incrustée dans le cerveau, serait-elle une chance ou une malédiction ? Il revient des étoiles, mais personne ne lui répond sur Terre... Tournera-t-il à jamais en orbite ? Un météore de la nuit s'est écrasé près d'une petite ville. Va-t-il embraser la planète ? Pour s'enrichir, rien ne vaut un voyage dans le futur et la connaissance des cours de l'avenir. Elles étaient belles, les trois filles de Bréhat. Mais étaient-elles humaines ?Vingt histoires surprenantes, visionnaires, émouvantes à travers lesquelles Gérard Klein nous renvoie à l’avenir incertain et aux folies du temps présent.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
184,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Pendant toute la durée du voyage, Georges Corson avait essayé de s’entretenir avec le Monstre. Il le savait accessible à différents modes de raisonnement, mais, pas plus que ses prédécesseurs, il n’avait jamais pu mener avec lui une conversation suivie. Pour une seule raison apparente : l’hostilité irrémédiable que le Monstre entretenait à l’égard de l’espèce humaine. »Dans la guerre qui oppose les Puissances solaires aux Princes d’Uria, la mission de Corson est de déposer sur la planète ennemie un monstre aux pouvoirs destructeurs. Mais leur vaisseau s’écrase sur Uria. Seul survivant de l’équipage, il doit désormais échapper au Monstre. Et il découvre, avec l’aide d’une jeune Terrienne, Antonella, qu’il ne se trouve ni où ni quand il croyait être. Sinon dans une situation désespérée, au cœur d’un tourbillon spatio-temporel qui va les jeter en Aergistal, le lieu de toutes les guerres.L’un des meilleurs romans de Gérard Klein. Préface inédite     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
185,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           New York, xxie siècle. Un virus a anéanti la population des États-Unis, à l’exception des adolescents, qui ont vu leur avenir se désintégrer sous leurs yeux. Plus d’électricité, plus d’eau courante, plus de transports, plus d’Internet : les jeunes sont livrés à eux-mêmes dans la ville qui ne dort jamais. Ils se partagent alors le territoire et forment des tribus qui coexistent plus ou moins pacifiquement.Jefferson, le leader des Washington Square, tente d’organiser la survie des siens avec l’aide de Donna, dont il est secrètement amoureux. Privés de repères et lassés d’attendre la mort, ils partent à travers Manhattan pour tenter de retrouver l’origine du virus qui a décimé le continent. Le lecteur est quasi hypnotisé. Une relecture réussie et décapante de Sa Majesté des mouches entre Mad Max et Je suis une légende. Marie Rogatien, Le Figaro Magazine. Un récit initiatique très maîtrisé. Renaud Baronian, Aujourd’hui en France.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
186,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Médecin à Genève, vie tranquille, que pouvait-il craindre ? Deux limousines, un coup de frein, des portières qui claquent, un pistolet-mitrailleur, deux beignes, une cagoule et des jours dans une cave sous perfusion et somnifères... Un kidnapping. À son réveil, il se retrouve quelque part dans un village africain. Un commando humanitaire lui en confie la responsabilité. Sécheresse, famine, terrorisme : dans une Afrique qui se meurt, c'est en cherchant le sens du mot justice qu'il trouvera celui de sa vie.Un classique du roman d'anticipation, lauréat du Grand prix de l'Imaginaire en 1992. À lire de toute urgence, aujourd’hui même, maintenant, tout de suite. Ardente, sèche, précise, l’écriture d’Ayerdhal est à l’image du désert, elle touche à l’essentiel : en plein cœur. Audrey Cansot, Actusf.com     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
187,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
            « Le Dogme est une hiérarchie qui entend ordonner le monde à sa convenance, sous prétexte que l’individu n’en est qu'une infime partie. Alors il dicte ce qu’il convient pour chacun sans qu’il revienne à tous la même part. Il flatte les puissants afin de croître dans leur ombre. Il rassure les faibles afin qu’ils s’en tiennent à leur impuissance. Le Dogme est une machine à conserver le monde en l’état. Qui, à part les puissants, peut s’en contenter ? » Face aux rois, aux nobles, au clergé, à une Ghilde obsédée par sa richesse, les habitants de Macil, accablés par le poids de l’impôt, luttent contre la famine et les pillards. Sur la Colline, quartier de cette cité médiévale, règnent recruteurs, faiseurs de dîme et de gabelle. Un curieux pèlerin, vagabond visionnaire que les Collinards appelleront « Parleur », va y introduire les rêves de justice d’un poète assassiné.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
