"","line","text","genre"
"66",66,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Peut-on imaginer histoire plus riche en rebondissements et en violences que celle du règne de Henry VIII ? La Renaissance est à son apogée. Aux côtés de François Ier et de Charles Quint, le roi d'Angleterre fait et défait les alliances dans une Europe ensanglantée par les guerres de Religion, où ßeurissent pourtant les arts et les lettres. Brillant, cruel, cynique, jouisseur, Henry est un amateur de femmes. Il en aura six, qu'il aimera, répudiera ou supprimera au gré de ses envies, obsédé par le souci d'assurer au trône une descendance. De l'austère Catherine d'Aragon à la troublante Anne Boleyn, de la fragile Jane Seymour à la légère Katherine Howard, ces « lionnes d'Angleterre » vont se livrer une lutte sans merci pour régner sur le coeur du souverain et lui offrir l'héritier mâle qui leur donnerait enfin pouvoir et reconnaissance. Des fastes de la cour au pied de l'échafaud, Catherine Hermary-Vieille évoque avec un rare talent les vies brèves ou brisées des « reines maudites » du Crépuscule des rois, insuflant à l'Histoire un grand vent de liberté romanesque.Le Crépuscule des rois comprend :1. la rose d'anjou2. reines de coeur3. les lionnes d'angleterre      
    
  
  
  
  
  
  
  

  
  ","Historique"
"67",67,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Suite et fin de la grande saga des Médicis, dont Contessina et Le Lys de Florence, les deux premiers volumes, ont connu un très grand succès, Lorenzo met à nouveau en scène une Florence plus ßorissante que jamais, berceau des arts et des lettres, enviée de tous les autres Etats, où se déroulent fêtes somptueuses mais aussi conspirations de clans rivaux attisées par Rome et ses papes dépravés. Lorenzo, « le Magnifique », en est le chef, l’âme et l’intelligence, mais le destin du plus illustre des Médicis a aussi son versant sombre, fragile et tourmenté : son amour d’enfant puis d’adolescent pour Lucrezia Donati, d’une vieille famille ßorentine ruinée, qu’il sacrifiera pour raison d’Etat, le poursuivra toute sa vie et nourrira sa poésie.Sarah Frydman, dans Lorenzo ou la fin des Médicis, retrace avec passion et clairvoyance les derniers feux de cette Renaissance italienne tumultueuse et prolifique ; déjà s’annoncent l’obscurantisme et l’Inquisition avec l’entrée dans Florence du moine Savonarole.La Saga des Médicis comprend :1. Contessina2. Le Lys de Florence3. Lorenzo ou la fin des Médicis     
    
  
  
  
  
  
  
  

  
  ","Historique"
"68",68,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les Médicis, après leur exil à Venise, reviennent à Florence dans la liesse populaire. Cosimo, mécène libéral et généreux, est aussi un politicien et un marchand redoutable dont les alliances sont déjà internationales. Il nomme les papes, déjoue les intrigues, décide des mariages, accroît son pouvoir et agit en maître absolu.Face à lui, la jeune Lucrezia, le « lys de Florence », fille d’un aristocrate allié des Médicis, rêve d’amour, de bonheur et de liberté. Quel peut être le destin d’une femme, jeune, belle, intelligente et cultivée dans une cité en plein essor où le fracas des armes et des alliances politiques couvre celui des cœurs et des idéaux les plus purs ?Après Contessina, Le Lys de Florence poursuit la saga des Médicis, tout particulièrement celle des femmes qui furent le pilier et l’âme de leur entreprise et auxquelles Sarah Frydman rend justice avec autant de talent que de passion.La Saga des Médicis comprend :1. Contessina2. Le Lys de Florence3. Lorenzo ou la fin des Médicis     
    
  
  
  
  
  
  
  

  
  ","Historique"
"69",69,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Figures romanesques, passionnées, solitaires et tragiques, quatre reines – Margaret, Mary, Catherine et Anne – évoluent autour du roi Henry VIII, personnage autoritaire, sensuel, tyrannique et flamboyant. Margaret, sa sœur aînée, devient, à quatorze ans, reine d’Ecosse, tandis que Mary, sa cadette, épouse à dix-neuf ans un Louis XII vieillissant qui la fait reine de France. Longtemps, Catherine d’Aragon lutte pied à pied pour ne pas se laisser balayer par la passion qui saisit son mari Henry VIII pour l’intelligente, l’ambitieuse, la trop séduisante Anne Boleyn. Quatre femmes, quatre destins aux antipodes les uns des autres, mais qui ont en commun une lutte obstinée pour aimer et être aimées, connaître le bonheur, objectif fascinant et fuyant. Ces reines de cœur sont les emblèmes d’une Renaissance qui transforme l’Europe politiquement et artistiquement, et qui ouvre aux femmes les portes du pouvoir dont leurs filles et petites-filles vont s’emparer pour le meilleur comme pour le pire.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"70",70,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Qui était Marie-Madeleine ? Quel fut véritablement son rôle auprès de Jésus après la crucifixion ? C’est principalement à ces questions que Gerald Messadié tente de répondre dans ce roman inspiré. D’après lui, Marie-Madeleine aurait été l’instigatrice d’un « complot » pour sauver Jésus de la mort. En soudoyant les soldats, en retardant sa mise en croix, en récupérant le corps seulement blessé, elle réussit son projet. Alors, quand un homme saint resurgit du néant avec l’aura magique d’avoir triomphé de la mort, son pouvoir devient incommensurable. Ce roman biblique passionnant nous fait aussi découvrir tout le contexte historique et psychologique de cette époque : Rome et Jérusalem, les grands prêtres qui s’opposent aux tribus de zélotes, les multiples prophètes qui sillonnent le désert et mettent en péril les pouvoirs, les superstitions qui fragilisent l’ordre social et religieux.A son habitude et avec sa profonde érudition, Gerald Messadié n’hésite pas à s’attaquer aux dogmes et ose mettre en lumière la nature profondément humaine de Jésus. Il ajoute à son talent de romancier sa foi à essayer de clarifier l’événement le plus mystérieux de notre Histoire.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"71",71,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le 24 décembre 1534, place Maubert, pendant que chacun s’apprête à fêter Noël, un imprimeur, suspect d’hérésie, est pendu. Son corps et ses livres sont brûlés.Homme de lettres, érudit, Antoine Augureau a connu les intellectuels les plus brillants des débuts de la Renaissance, à Fontenay-le-Comte où il a passé son enfance à l’ombre du couvent qui accueillait François Rabelais, à Poitiers durant son apprentissage, et enfin, rue Saint-Jacques où il a travaillé puis s’est installé à une époque où elle abritait plusieurs imprimeurs par maison. C’est là qu’il a publié François Villon ou Clément Marot, là qu’il a inventé l’usage des accents et de la cédille, là qu’il a gravé et transmis les carac-tères typographiques qui ont modelé ceux dont nous nous servons encore de nos jours.Comment cet humaniste est-il parvenu à s’attirer les foudres des théologiens de la Sorbonne ? La publication du Miroir de l’âme pécheresse de Marguerite de Navarre, sœur du roi François Ier, a-t-elle été la vraie cause de sa perte ?Parce qu’il s’indigne autant qu’il cherche à comprendre, Claude Garamond, le plus célèbre de ses disciples, entre-prend de raconter son histoire. C’est l’histoire passionnante et bouleversante d’un être généreux, ennemi de tout fanatisme, mais prêt à mourir pour défendre ses idées.Comme dans Le Trajet d’une rivière (prix des Libraires 1995), Anne Cuneo, dans une éblouissante mise en scène romanesque, dévoile un personnage hors du commun et lui rend justice.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"72",72,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1465. Entre l'Angleterre, la France et les Flandres, rois, reines, grands seigneurs et aventuriers se déchirent pour le pouvoir. Une époque sombre et mystique, fastueuse et violente, que hantent des personnages hors du commun : des femmes jolies et ambitieuses, comme Marguerite d'Anjou, fille du roi René, et la parvenue Elizabeth d'York, des enfants à la dramatique destinée, comme les deux fils du roi Edouard IV, étouffés sur ordre de leur oncle, le très controversé Richard III. La mort tragique de l'ultime descendant des York met un terme à la sanglante guerre des Deux-Roses qui opposa de 1455 à 1485 les Lancastre et les York. Héroïsme, lâchetés, amours voluptueuses ou passionnées créent un univers inoubliable, entre ombre et lumière, rédemption et damnation, que ressuscite Catherine Hermary-Vieille avec la rigueur historique d'une biographe et le talent sensuel d'une romancière, dans la lignée des Rois maudits de Maurice Druon.Le Crépuscule des rois comprend :1. la Rose d'Anjou2. Les Reines de cour3. Les Lionnes d'Angleterre      
    
  
  
  
  
  
  
  

  
  ","Historique"
"73",73,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les révoltes se multiplient contre Louis XIII et Richelieu, soutenues en secret par le frère du roi et la reine elle-même.En 1631, le maréchal de Marillac et le duc de Montmorency préparent un nouveau complot. Arrêtés, ils sont exécutés l’année suivante.Trente ans plus tard, le 9 mars 1661, Mazarin meurt au château de Vincennes. Le lendemain, Louis XIV, âgé de vingt-trois ans, réunit les princes, les ducs et ses ministres, pour leur annoncer que désormais il dirigera lui-même la France.Entre ces deux dates, bien des événements inattendus – le conflit avec l’Espagne, la trahison de Cinq-Mars, la Fronde –, que nous raconte le duc d’Orbieu, héros et porte-parole de Robert Merle, pour notre plus grand plaisir.Fortune de France comprend : 1. Fortune de France - 2. En nos vertes années - 3. Paris, ma bonne ville - 4. Le Prince que voilà - 5. La Violente Amour - 6. La Pique du jour - 7. La Volte des vertugadins - 8. L’Enfant-Roi - 9. Les Roses de la vie - 10. Le Lys et la Pourpre - 11. La Gloire et les Périls - 12. Complots et cabales - 13. Le Glaive et les Amours     
    
  
  
  
  
  
  
  

  
  ","Historique"
"74",74,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Décembre 1609, deux cavaliers approchent d’un château en ruine où se trame un terrible complot. Le premier est l’un des hommes les plus puissants du royaume des lys. Son acolyte, un moine défiguré, est sans doute ce que le mal a produit de plus raffiné depuis des siècles. A ses ordres, demi-fous, une troupe de loups-garous attend son heure pour participer à la fureur meurtrière qui va secouer le pays pendant les six mois qu’il reste à vivre au roi Henri IV. Et pour mieux assurer l’infamie, à Paris, ils sont douze conjurés, les fleurons de la cour, qui se réunissent pour fermer autour du roi trois cercles de fer et de mort.Mais c’est compter sans Thomas de Pomonne, comte de Nissac et amiral des mers du Levant, aussi à l’aise au sabre qu’à l’épée, aussi redoutable sur terre que sur l’eau. Entouré de rudes compagnons, fidèle à un roi qui, le premier, reconnut la liberté de conscience, Nissac tentera de le sauver.D’une plume élégante, dans la veine des Foulards rouges, Frédéric H. Fajardie signe ici une époustouflante épopée entre thriller historique et roman de cape et d’épée qui devrait faire trembler, rire, pleurer et rêver.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"75",75,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           C'est la voix d'une jeune femme, Aurora del Valle, qui porte ce magnifique roman situé à la fin du xixe siècle en Californie, en Europe et au Chili. La très riche Paulina del Valle recueille Aurora, sa petite-fille âgée de cinq ans : elle est orpheline de mère, et son grand-père, le Chinois Tao Chi'en, vient de mourir. Paulina donne ce qu'il y a de mieux à Aurora, mais elle lui cache la véritable identité de ses parents. De son enfance, Aurora n'a conservé comme souvenir qu'un sanglant cauchemar.Bientôt la guerre du Pacifique, le terrible conflit frontalier qui opposait le Chili, le Pérou et la Bolivie, prend fin. Le mari de Paulina meurt. Celle-ci décide alors d'entreprendre un voyage en Europe pour parfaire l'éducation de sa protégée.A Paris, lors d'une réception à l'ambassade du Chili, la jeune Aurora fait la connaissance de Diego Dominguez, un séduisant officier de marine. De retour au pays, elle épousera ce fils de grands propriétaires terriens. Mais la lune de miel est douloureuse...Aurora souffre d'un traumatisme qui a toujours influencé sa façon d'être et a effacé le souvenir des cinq premières années de sa vie. Confrontée à la trahison de l'homme qu'elle aime et à la solitude, elle décide d'explorer son passé.Une oeuvre envoûtante qui plonge dans la profondeur de la mémoire et des secrets de famille.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"76",76,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Elle était plus que belle, elle était magnifique. Lady Hamilton, née Emily Lyon, avait l’eau du ciel dans le regard et le feu sur les lèvres.Née le 26 avril 1765, dans un petit hameau naufragé entre le Pays de Galles et la mer d’Irlande, elle grandit dans le plus parfait dénuement. Son père, forgeron de métier, meurt deux mois après sa naissance. Sa mère, Mary, ne sait ni lire ni écrire.La petite Emily, surnommée Emma, va pourtant connaître un destin éblouissant. Femme de ménage, vendeuse, serveuse, fille-mère à l’âge de seize ans, elle gravit – presque à son insu – tous les échelons de la société londonienne, jusqu’au jour où elle épouse lord William Hamilton, ambassadeur de Sa Très Gracieuse Majesté au royaume de Naples. Il a trente-cinq ans de plus qu’Emily. Il est éperdument amoureux d’elle. Grâce à lui, la jeune paysanne devenue ambassadrice apprivoise le monde des lettres, de l’art, de la musique et s’initie aux méandres de la politique.Un matin d’automne 1793, un navire, l’Agamemnon, entre en rade de Naples. A son bord, un jeune capitaine, Horatio Nelson. Il a trente-cinq ans, est marié depuis six ans et demi. Entre la jeune ambassadrice et le futur amiral, c’est le début d’une passion digne des amours de légende…     
    
  
  
  
  
  
  
  

  
  ","Historique"
"77",77,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « D'un oeil expert, Le Bel, premier valet de chambre du roi, avait examiné Jeanne de la tête aux pieds. Cette femme était d'une rare beauté. D'emblée on discernait sa force vive, son charme, son tempérament, une volonté de fer qui faisaient les grandes maîtresses royales. Et d'elle se dégageait une lumière presque soyeuse : « Sa Majesté va être satisfaite », pensa-t-il. »Satisfaite, elle le fut au-delà de ses espérances. Car personne, en cette année 1769, n'aurait pu soupçonner l'amour fou qui allait bientôt unir Jeanne du Barry à Louis XV, le monarque libertin et tout-puissant qui un jour lui déclara : « C'est à moi de me mettre à vos pieds, et pour le reste de ma vie. »Dans ce superbe roman d'amour, Catherine Hermary-Vieille ressuscite la figure controversée de cette femme qui a marqué l'Histoire et a régné sans partage à la cour et dans le coeur du roi. Avec la rigueur historique d'une biographe et le talent sensuel d'une grande romancière, elle rend à cette exquise comtesse, autrefois fille du peuple, la place qu'elle mérite : celle d'une femme exceptionnelle.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"78",78,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Gare de Washington, le 29 janvier 1958, cinq heures du matin. Affolé, Luke se réveille, habillé comme un clochard… Que fait-il là ? Il ne se souvient plus de rien. Bientôt, il se rend compte que deux hommes le filent. Pourquoi ? Luke est persuadé que son amnésie n’a rien d’accidentel. Mais ses poursuivants sont prêts à tout pour l’empêcher de reconstituer son passé…Traqué, désemparé, il découvre qu’il travaillait sur la base de Cap Canaveral, au lancement d’Explorer I. Le décollage de la fusée américaine est prévu pour le lendemain soir…Il a quarante-huit heures pour retrouver son identité, empêcher le sabotage d’Explorer I et sauver sa peau… En pleine guerre froide, le lancement de la fusée a été mystérieusement ajourné.Ken Follett a imaginé le déroulement de ces événements qui furent classés top secret par les autorités américaines.Heure après heure, minute après minute, un compte à rebours d’une efficacité redoutable.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"79",79,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1855. Adriano Lungo, un jeune orphelin, arrive dans la magnifique propriété du comte Della Rocca, au-dessus du village de Montechiarro, en Toscane. Sous la protection bienveillante de cet homme brisé par un chagrin d'amour, Adriano va faire des études et, devenu maître d'école, s'impliquer dans le destin collectif d'une Italie en pleine unification.1919. Dans l'Italie en proie à la crise économique, Agnese, la petite-fille du comte Della Rocca, se voit contrainte, pour sauver la propriété familiale, d'épouser le riche Salvatore Coniglio, aux sympathies fascistes déclarées. Sa rencontre avec le photographe Sébastien Morgan bouleversera sa vie.1978. Laetitia revient à Montechiarro. Elle est la descendante directe de l'autre Laetitia, celle dont la fuite a désespéré, cent trente ans plus tôt, le comte Della Rocca. Dans l'Italie des « années de plomb », elle ne sait rien des espoirs, des combats et des déchirements qui ont fait le destin de la petite cité.Trois volets, trois époques : ainsi revit toute l'histoire de l'Italie moderne, dans une saga puissante où les destins individuels, à chaque page, s'entrecroisent avec les enjeux et les bouleversements de l'Histoire.      
    
  
  
  
  
  
  
  

  
  ","Historique"
"80",80,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quinze ans après la fin de la Seconde Guerre mondiale, Léa, intrépide héroïne de La Bicyclette bleue, est de retour en France. Entre-temps, le monde bouleversé de l'après-guerre l'avait conduite d'Argentine à La Havane révolutionnaire, en passant par une Indochine en plein chaos.Pourtant, à la fin des années cinquante, la France n'est pas de tout repos : la guerre qui fait rage en Algérie agite tout le pays. Le général de Gaulle charge alors François Tavernier de sonder, outre-Méditerranée, une population inquiète et une armée tentée par le putsch. Restés à Paris, Léa et Charles, son fils adoptif, prennent peu à peu le parti de l'indépendance et s'engagent, aux côtés des « porteurs de valises », dans de dangereuses opérations de soutien aux militants algériens.Alors que la rébellion de janvier 1960 précipite Alger au bord du gouffre, Léa doit rejoindre François pour échapper aux soupçons de la DST : les voilà projetés au coeur d'événements dramatiques qui, une fois encore, les mettront durement à l'épreuve, éprouvant autant leurs convictions que leur amour.L'inoubliable saga inaugurée par La Bicyclette bleue comporte les titres suivants : 1. La Bicyclette bleue 2. 101, avenue Henri-Martin 3. Le Diable en rit encore4. Noir Tango5. Rue de la Soie 6. La Dernière Colline 7. Cuba libre ! 8. Alger, ville blanche     
    
  
  
  
  
  
  
  

  
  ","Historique"
"81",81,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Avril 2000, désert de Judée. Un archéologue sacrifié sur un autel, près des grottes de Qumran. Les services secrets israéliens en état d’alerte.Ary, le héros de Qumran, est à nouveau plongé au cœur d’une des plus extraordinaires énigmes de l’Histoire, qui unit, au fil des siècles, les Esséniens, les Templiers et la secte des Assassins. Et, remontant du fond des âges, le mystère du trésor du Temple. Un thriller messianique où Eliette Abécassis, renouant avec l’univers romanesque qui a fait le succès international de Qumran, allie avec virtuosité l’érudition historique et théologique au roman d’aventures.Le Trésor du Temple est la suite de Qumran.       
    
  
  
  
  
  
  
  

  
  ","Historique"
"82",82,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Au Palais-Royal, un homme surgit, sauvant la vie du cardinal Mazarin. Il est comte, général d’artillerie, et s’appelle Loup de Pomonne, seigneur de Nissac. Nul ne l’a vaincu à l’épée, aucune armée ne l’a jamais défait. A la demande de Mazarin, Nissac monte une petite troupe, « Les Foulards rouges », curieux mélange d’aris-tocrates et de galériens.Sabotages, missions secrètes, duels au clair de lune, guets-apens, tombes profanées, enlèvements, trésors exhumés, rien n’y manque, pas même la lutte acharnée entre deux femmes éblouissantes de beauté, pour gagner le cœur de Nissac.En cette époque étrangement moderne où les dames montent à cheval, l’épée au côté, et se battent en duel, où deux très grands écrivains français – le cardinal de Retz et La Rochefoucauld – luttent pour la Fronde, un autre péril menace... Le visage caché par un masque d’argent, un homme appelé l’Ecorcheur terrorise villes et campagnes et va croiser la route de Nissac.D’une plume élégante, Frédéric H. Fajardie signe une splendide épopée, entre thriller historique et roman de cape et d’épée, avec l’ambition déclarée de chasser jusqu’au souvenir du mot « ennui », nous faire trembler, rire, pleurer, rêver... et passer quelques nuits blanches avec un livre romantique et captivant.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"83",83,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Printemps 1943. Bertrand Renaud de Thorenc, arrêté par les Allemands, a réussi à s’évader. Il devient l’un de ceux que de Gaulle a reconnus comme «compagnons pour la libération de la France dans l’honneur et par la victoire». Mais, autour de lui, on a payé le «prix du sang». Pour retrouver Geneviève Villard et Myriam Goldberg, Thorenc parcourt la France, des maquis paysans l’accueillent. Ici, un prêtre le cache. A Lyon, une jeune femme, Catherine Peyrolles, lui ouvre sa porte.L’amour naît à nouveau. Catherine, malgré les dangers, veut un enfant de Bertrand. Elle l’appellera Max, en souvenir de Jean Moulin, tombé en juin 1943.L’espoir anime chacun parce que la victoire est proche, mais il faut survivre dans l’angoisse : Bertrand ne sait ce que sont devenus Catherine et le petit Max, et il découvre la trahison des uns, les calculs de ceux qui ne pensent déjà qu’à s’emparer du pouvoir.Quand plus tard, à la fin du siècle, Bertrand Renaud de Thorenc se souviendra de Geneviève, de Myriam, de Catherine, de Max, il se demandera si ceux qui passent devant lesstèles qui rappellent le sacrifice des patriotes imaginent ce que furent ces années extrêmes. Alors il racontera sa vie, celle des Patriotes.La suite intitulée Les Patriotes comprend :1. L’Ombre et la Nuit2. La flamme ne s’éteindra pas3. Le Prix du sang4. Dans l’honneur et par la victoire     
    
  
  
  
  
  
  
  

  
  ","Historique"
"84",84,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Après le terrible siège de La Rochelle, Louis XIII et Richelieu peuvent espérer en avoir fini avec la rébellion protestante, et avoir rétabli la paix dans le royaume, éliminant le dernier bastion anglais. Quant au duc d'Orbieu, ami d'enfance et homme de confiance du roi, il aspire d'autant plus au repos qu'il vient de se marier.Pourtant, les trois années qui suivent vont être celles de tous les dangers : menées des Habsbourg dans la péninsule italienne, agitation endémique des villes du Midi, complots des grands du royaume, encouragés par le frère du roi Gaston d'Orléans, contre le tout-puissant cardinal qu'ils détestent... Pire : la reine-mère elle-même intrigue délibérément contre son fils, prêtant la main à toutes les cabales.Tels sont les événements qui revivent à travers les souvenirs du duc d'Orbieu. Des souvenirs où abondent péripéties et coups de théâtre, menés avec la précision historique et la saveur de langage qui ont valu à Fortune de France un succès jamais démenti.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"85",85,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Je vous emmène en septembre 1812. Epuisées par des combats et par la faim, les armées de Napoléon arrivent devant les minarets de Moscou. La ville est démesurée, mais où sont les habitants ? La ville est riche, mais où sont les vivres ? Les greniers sont vides, les Russes ont décampé. A peine rencontre-t-on des marchands étrangers, et des comédiens français cachés dans les caves du Kremlin. Soudain, le feu. Le quartier chinois s’embrase, l’incendie gagne vite les maisons de sapin. Les pompes à incendie ont disparu. C’est un piège. Moscou va flamber pendant plusieurs jours. Quand la pluie apaise le feu, l’Empereur décide de s’installer dans les ruines, il croit que le Tsar va négocier une paix, mais non, ses troupes refluent un mois plus tard, grossies par des milliers de civils. Commence alors la fameuse retraite vers la Bérésina. La neige tombe. Les Cosaques harcèlent les égarés. Le froid devient épouvantable. Les fugitifs dépècent leurs chevaux, ils s’entre-tuent pour une pomme de terre gelée, se grignotent les poignets. Trois cent trente mille d’entre eux vont périr dans les steppes.J’ai voulu raconter comment des femmes et des hommes ont supporté cette aventure extrême, civils et militaires mêlés. Ils étaient courageux ou lâches selon les moments, parfois profiteurs, voleurs, amoureux, rusés, endurcis ou faibles. Au-dessus d’eux, Napoléon planait. Il rêvait à l’Europe, à sa monnaie unique, à sa dynastie. Il ne voyait plus la réalité. »Patrick Rambaud.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"86",86,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Automne 1942 : depuis deux ans déjà, Bertrand Renaud de Thorenc, Geneviève Villars, Myriam Goldberg et tant d'autres autour d'eux résistent.Grâce à eux, il est désormais certain que, malgré «l'ombre et la nuit» de la défaite, «la flamme ne s'éteindra pas».Pourtant, chaque jour, la vie des uns et des autres se fait plus dangereuse. La Gestapo resserre son étau : arrestations, tortures, déportations, fusillades d'otages. Thorenc, Geneviève Villars et leurs proches vont payer «le prix du sang».Thorenc est au centre de la Résistance. Il rencontre Jean Moulin, organise des réseaux, contrôle les maquis, exécute des traîtres. Il va de cache en cache, d'une ferme de Provence à l'appartement modeste d'un cheminot. C'est une femme, Catherine, qui l'accueille à Lyon, et l'amour surgit à nouveau. Cette époque contraint chacun à vivre avec passion l'instant qui passe.Dans ce troisième volume, Max Gallo tisse la trame de destins individuels et de l'Histoire. Autour de ses héros, le filet se resserre. Myriam est déportée, Geneviève traquée. Jean Moulin lui-même tombe. Thorenc est capturé. Il va tout tenter pour s'évader et sauver ceux qu'il aime.La suite intitulée Les Patriotes comprend :1. L'Ombre et la Nuit2. La flamme ne s'éteindra pas3. Le Prix du sang4. Dans l'honneur et par la victoire     
    
  
  
  
  
  
  
  

  
  ","Historique"
"87",87,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Ce que la présence de cette femme a apaisé en moi, ce n’est pas la soif charnelle d’un voyageur, c’est ma détresse originelle. Je suis né étranger, j’ai vécu étranger et je mourrai plus étranger encore. Je suis trop orgueilleux pour parler d’hostilité, d’humiliations, de rancœur, de souffrances, mais je sais reconnaître les regards et les gestes. Il y a des bras de femmes qui sont des lieux d’exil, et d’autres qui sont la terre natale. »Parti sur les routes en 1665, le narrateur de cette histoire, Baldassare Embriaco, Génois d’Orient et négociant en curiosités, est à la poursuite d’un livre qui est censé apporter le Salut à un monde désemparé. Sans doute est-il aussi à la recherche de ce qui pourrait encore donner un sens à sa propre existence.Au cours de son périple, en Méditerranée et au-delà, Baldassare traverse des pays en perdition, des villes en feu, des communautés en attente. Il rencontre la peur, la tromperie et la désillusion ; mais également l’amour, à l’heure où il ne l’attendait plus.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"88",88,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Abandonnée sur le port de Valparaiso en 1832, adoptée par la famille Sommers, Eliza va mener une existence de petite fille modèle, jusqu’au jour de ses 16 ans où elle s’éprend de Joaquín, un jeune homme pauvre et entreprenant qui la quitte bientôt pour gagner la Californie. Enceinte, Eliza s’embarque clandestinement sur un voilier afin de le retrouver.En Californie, c’est le temps de la ruée vers l’or. La jeune femme va découvrir un univers sans foi ni loi, peuplé d’aventuriers, de prostituées, de bandits. Un jeune médecin chinois, Tao Chi’en, la prend sous sa protection. Autour d’eux, San Francisco grandit, le commerce entre les deux Amériques est intense, un nouveau pays naît, brutal, ambitieux, bien éloigné des traditions de la vieille Europe, tellement plus libre aussi…Roman d’amour, roman d’aventures, roman historique : avec Fille du destin, Isabel Allende égale son chef-d’œuvre, La Maison aux esprits, best-seller international depuis sa parution en 1982.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"89",89,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les lecteurs de L'Ombre et la Nuit, premier volume de la saga des Patriotes, ont fait la connaissance du journaliste Bertrand Renaud de Thorenc, ainsi que de Geneviève Villars, dont il s'éprend à Berlin, à la veille de la guerre.Nous les retrouvons ici à l'automne 1940, où se déroule à Paris la première manifestation contre l'occupant, jusqu'à l'été 1942. Tandis que Geneviève crée un réseau de résistance au musée de l'Homme, Thorenc côtoie tous les milieux. Militaires, hommes d'affaires, artistes, policiers ou truands lui dévoilent à la faveur des événements toutes les facettes de l'ambition, de la cupidité, de la lâcheté ou de l'héroïsme. Il s'éprend d'une jeune juive, Myriam Goldberg, qu'il sauve de la déportation. Il connaîtra les geôles de la Gestapo.L'espoir renaît avec l'entrée en guerre des Russes et des Américains, mais du même coup le danger grandit. La Résistance a encore devant elle ses jours les plus tragiques...Nul mieux que Max Gallo, historien de formation, biographe de de Gaulle, romancier à grand soufße de La Machinerie humaine, ne pouvait ressusciter, avec ses misères, ses tragédies et ses grandeurs, la France des années noires.La suite intitulée Les Patriotes comprend :1. L'Ombre et la Nuit2. La flamme ne s'éteindra pas3. Le Prix du sang4. Dans l'honneur et pour la victoire      
    
  
  
  
  
  
  
  

  
  ","Historique"
"90",90,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           S'il n'a pas atteint à la célébrité mondiale de Che Guevara, le révolutionnaire Camilo Cienfuegos, disparu en 1959, dans des circonstances mystérieuses, fait toujours l'objet à Cuba d'une profonde vénération populaire. Né dans une famille pauvre de La Havane, engagé de bonne heure dans la lutte armée contre le dictateur Batista, il incarne le visage insouciant et joyeux de la révolution. Séduisant, rieur, intrépide, idéaliste, a-t-il été assassiné, comme certains l'ont dit, sur ordre de Fidel Castro? La romancière de Cuba libre! ne retient pas cette hypothèse. Mettant sous les yeux du lecteur les témoignages les documents, les lettres, elle réussit magnifiquement à nous faire partager sa fascination pour Camilo, et son amour immodéré de Cuba et de son peuple.     
    
  
  
  
  
  
  
  

  
  ","Historique"
